web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588180-456","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","William Rakena was wagging school and committing crime, when his aunty and dance turned his life around. Ahead of a Both Worlds documentary on his journey, he tells his story."
"1584588169-226","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Police Association president Chris Cahill says cops are human too. ""Taking a life is something that none of them want to do.”"
"1584588171-282","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Wallace recalls playing backyard cricket and bullrush, building forts and Tarzan swings in the bush, and sliding around on the roof “a bit like Bruce Willis did in Die Hard.”"
"1584588169-114","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","He was 11 when his father died - a friend says it was a violent suicide. Cerven and his brother Mario were brought up by their mother Maria Cervenova, a special education teacher."
"1584588165-88","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Opponents of prison law reform would “leap immediately to ‘they’re gonna let out all the rapists and the murderers’” Little says. “And we’ll wear that to some degree until we’ve got the means to get out some good information to the public… I think a lot more New Zealanders are now open to the debate about what we can do differently, because most people can see that actually, just locking more people up and locking them up for longer isn’t really working.”"
"1584588169-109","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Was it a split second decision that Cerven made on that dank evening in Myers Park, to pull his hands from his pockets and point them at police, like a child pointing a finger gun? Did he want them to shoot him? And did he know they would?"
"1584588171-325","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Despite some people’s perceptions, the university values heritage and “the important role this building has played in our history,” says Guilford. Virtual preservation will be an important way cities evolve, and in this case, it will show “what not to do” in terms of design, he says."
"1584588165-59","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","***"
"1584588162-8","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Golf-Papez’s research found that while trolls and cyber bullies are often thought of as being the same thing, the two are easily distinguishable. “Both are trouble makers, but they differ in their practices,” she explains, on the phone. “Cyber bullies want to harm the target; they want negative attention placed on the target [whereas] trolls want to have fun and they want more attention on themselves. Trolls are deceptive and they are mischief makers, cyber bullies are more aggressive.”"
"1584588162-9","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Farrier recalls trolling as a teenager after forging friendships through online message boards that linked him to a community of like-minded music fans. The boards were occasionally visited by people ill-fitted to the community, and when they tried to weigh in on discussions he responded. He says his efforts to drive undesirables away never involved personal attacks — “It was just trolling stupid stuff they’d say,” — and trolling was his way to quality-control the forum. “Giving people shit is part of internet culture!” he writes. “But it depends where your motivations lie on whether it’s appropriate behaviour or not.”"
"1584588174-380","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","But it’s frustrating. “I miss having physical and mental energy. I have to spend a lot of time just sitting, time that I would have been spending making things, or drawing, or going out with friends. I'm very bored, I've watched way too much TV.” And the hardest thing about being sick? “The fact that I just can't do the things I really want to do, and I have no idea when I will be able to do them again.”"
"1584588171-346","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Wellington is a city that features almost every major architectural style of the last 150 years. And as Christine McCarthy explains, sometimes buildings that were cutting edge at birth, grow old and tired and are discarded. Yet as generations pass, those same buildings can be embraced by a new generation that recognises them for the value that hides deep within their walls."
"1584588169-112","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","***"
"1584588171-340","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","When the council originally debated whether to keep the Gordon Wilson Flats on a heritage list, every neighbour who was interviewed wanted them gone."
"1584588169-131","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","In early 2015, a former colleague of Judith’s asked if she would have David and Eva stay when they first arrived in New Zealand. The colleague was Slovakian - a friend of David’s mother - Murray and Judith had recently put up his daughter in their home. “We thought we might as well help them settle in,” Murray tells the inquest. They didn’t charge Cerven and Vyrvova any rent."
"1584588169-195","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Vyrvova texted David again. “Please go and confess, we will return the money you stole and you will not go to jail.”"
"1584588169-111","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“It cannot be known what Mr Cerven thought might happen or whether he had a self-destructive intent, or even if he thought the police really believed he had a gun. I am not clear what, in the heat of the moment, Mr Cerven was or was not thinking (or even was capable of thinking given how quickly events were unfolding and the degree of tension) when he raised his arms as he did, or what he considered the likely responses of the police may be. I am left in a state of uncertainty about his actions and intent and accordingly am unable to conclude that his death was a suicide.”"
"1584588171-344","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","A student living a few houses down says he’s not bothered by the ugliness, he just wants something - anything - to happen. “It’s feels like a constant kick in the teeth to have this massive building be empty for so long when I know people who are struggling to find somewhere to live.”"
